pojazd_id,marka,kategoria,typ,model,wariant,wersja,rodzaj,podrodzaj,przeznaczenie,pochodzenie,rodzaj_tab_znamionowej,rok_produkcji,sposob_produkcji,data_pierwszej_rej,data_rejestracji_ost,data_pierwszej_rej_za_granica,pojemnosc_silnika,moc_do_masy,moc_silnika,moc_silnika_hybrydowego,masa_wlasna,masa_pgj,dopuszczalna_masa_calkowita,maksymalna_masa_calkowita,dopuszczalna_ladownosc_calk,maksymalna_ladownosc_calk,dopuszczalna_masa_ciag_zesp,liczba_osi,naj_dopuszczalny_nacisk_osi,naj_maksymalny_nacisk_osi,max_masa_przyczepy_z_hamulcem,max_masa_przyczepy_bez_ham,liczba_miejsc_ogolem,liczba_miejsc_siedzacych,liczba_miejsc_stojacych,rodzaj_paliwa,rodzaj_paliwa_alternatywnego,rodzaj_paliwa_alternatywnego2,sr_zuzycie_pal,rodzaj_zawieszenia,radar,hak,kierownica_polozenie,kierownica_z_prawej,katalizator,producent_podstawowy,kod_ident,rozstaw_osi_kierowanej,rozstaw_kol_max,rozstaw_kol_sred,rozstaw_kol_min,emisja_co2_redukcja,wersja_rpp,kod_rpp,data_wyrejestrowania,przyczyna_wyrejestrowania,data_wprowadzenia_danych,akt_miejsce_rej_wojwe,akt_miejsce_rej_powiat,akt_miejsce_rej_gmina,siedziba_wlasciciela_woj,siedziba_wlasciciela_pow,siedziba_wlasciciela_gmina,data_pierwszej_rej_w_kraju,createtimestamp,modifytimestamp,siedziba_wlasciciela_woj_teryt,akt_miejsce_rej_wojew_teryt,emisja_co2,emisja_co2_pal_alternatywne1
56388903243732,BMW,,---,520 KAT,---,---,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1990,FABRYCZNY,1991-01-07,2012-04-16,1991-01-07,1991.00,,110.00,,1530,,1935,1935,,,,2,11,11,1500,650,5,5,,BENZYNA,,,,,,T,,,N,,002160014000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,MOGILEŃSKI,MOGILNO,KUJAWSKO-POMORSKIE,MOGILEŃSKI,MOGILNO,2005-01-04,2019-03-15,2019-03-15,04,04,,
7098443422843765,OPEL,13,S-D MONOCAB B,MERIVA,BD11,2AADA4FBBC5,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,UŻYW. IMPORT INDYW,ORYGINALNA,2011,FABRYCZNY,2011-02-10,2019-06-12,2011-02-10,1364.00,,88.00,,1318,,1935,1935,,,,2,10,10,,,5,5,,BENZYNA,,,6.10,,,N,,N,B,ADAM OPEL GMBH,002240029000691,,,,,,1,0306000,,,,KUJAWSKO-POMORSKIE,RADZIEJOWSKI,RADZIEJÓW,,,,2019-06-12,2019-07-09,2019-10-01,,04,143.0,
48554095215910,TOYOTA,,---,COROLLA,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1994,SKŁADAK,1994-10-11,2004-08-19,,1296.00,,,,950,,1450,1450,,,,2,8,8,700,450,5,5,,BENZYNA,,,,,,N,,,N,,002650008000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,CHEŁMIŃSKI,CHEŁMNO,KUJAWSKO-POMORSKIE,CHEŁMIŃSKI,KIJEWO KRÓLEWSKIE,1994-10-11,2019-03-15,2019-03-15,04,04,,
17575931323529,FIAT,,,SIENA 1.6 KAT,,,SAMOCHÓD OSOBOWY,---,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,1997,FABRYCZNY,1997-11-19,2015-10-30,,1580.00,,76.00,,1050,,1535,1535,,,,2,8,8,500,,5,5,,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,N,,,T,,,,,,,,,,2015-10-30,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,ŻNIŃSKI,JANOWIEC WIELKOPOLSKI,1997-11-19,2019-03-15,2019-03-15,04,04,,
928938519641,FIAT,13,,126 P 650,,,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1988,FABRYCZNY,1988-02-10,2005-07-29,,652.00,0.0000,18.00,,600,,920,920,320,,0,2,6,6,400,0,4,4,0,BENZYNA,,,,,,N,,,N,,,,,,,,,,2007-07-11,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,BRODNICKI,BRODNICA,,,,1988-02-10,2019-03-15,2019-03-15,,04,,
7882766371383,FSM-BIELSKO BIAŁA,,---,POLSKI FIAT 170/700 KAT,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1997,FABRYCZNY,1997-07-16,2013-03-25,,704.00,,22.00,,690,,1120,1120,,,,2,6,6,,,5,5,,BENZYNA,,,,,,N,,,N,,000170001000000,,,,,,9,03,,,,KUJAWSKO-POMORSKIE,ŻNIŃSKI,ŻNIN,KUJAWSKO-POMORSKIE,ŻNIŃSKI,ŁABISZYN,1997-07-16,2019-03-15,2019-03-15,04,04,,
8835944166266,OPEL,,,KADETT 1.4KAT,,,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1989,FABRYCZNY,1989-10-18,2003-07-03,1989-10-18,1389.00,0.0000,44.00,,865,,1380,0,515,,0,2,7,7,0,0,5,5,0,BENZYNA,,,,,,T,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BRODNICKI,BRODNICA,KUJAWSKO-POMORSKIE,BRODNICKI,BOBROWO,2002-04-19,2019-03-15,2019-03-15,04,04,,
4800928978339,NISSAN,,---,"PRIMERA 2,0 D KOMBI",---,---,SAMOCHÓD OSOBOWY,KOMBI,---,UŻYW. IMPORT INDYW,ORYGINALNA,1993,FABRYCZNY,1993-05-19,2005-12-12,1993-05-19,1974.00,,48.00,,1225,,1845,1845,,,,2,10,10,1000,500,5,5,,OLEJ NAPĘDOWY,,,,,,N,,,T,,002640000000000,,,,,,9,03,2015-01-23,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,WŁOCŁAWEK,WŁOCŁAWEK,KUJAWSKO-POMORSKIE,WŁOCŁAWSKI,BRZEŚĆ KUJAWSKI,2005-12-12,2019-03-15,2019-03-15,04,04,,
26023680806675,NISSAN,,,X-TRAIL 2.0 DCI,,,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,UŻYW. IMPORT INDYW,ORYGINALNA,2007,FABRYCZNY,2007-08-31,2008-08-19,2007-08-31,1995.00,,127.00,,1780,,2170,2170,,,,2,12,12,2200,750,5,5,,OLEJ NAPĘDOWY,,,,,,T,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,NAKIELSKI,NAKŁO NAD NOTECIĄ,KUJAWSKO-POMORSKIE,NAKIELSKI,SADKI,2008-08-19,2019-03-15,2019-03-15,04,04,,
63116383106226,OPEL,13,,CORSA,,,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2014,FABRYCZNY,2014-12-03,2015-12-18,,1398.00,,74.00,,1088,,1640,1640,552,,2590,2,9,9,1000,500,5,5,,BENZYNA,,,5.70,,1282,N,,,T,ADAM OPEL AG,,,2511,2511.0,2511,,,,,,,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,KUJAWSKO-POMORSKIE,GRUDZIĄDZ,GRUDZIĄDZ,2014-12-03,2019-03-15,2019-03-15,04,04,134.0,
66467259817528,URSUS,,,C 330,,,CIĄGNIK ROLNICZY,KOŁOWY,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1978,FABRYCZNY,1979-03-27,1988-05-25,,1960.00,,1.00,,1675,,2240,,5500,,,2,1,1,,,1,1,,OLEJ NAPĘDOWY,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,TUCHOLSKI,TUCHOLA,KUJAWSKO-POMORSKIE,TUCHOLSKI,TUCHOLA,1979-03-27,2019-03-15,2019-03-15,04,04,,
33701287237485,HONDA,,---,CIVIC 1.3 KAT,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,1991,FABRYCZNY,1991-07-29,2016-02-25,1991-07-29,1343.00,,55.00,,870,,1310,1310,440,,2210,2,7,7,900,410,5,5,,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,N,,,T,,001110003000000,,,,,,9,03,2016-02-25,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,KUJAWSKO-POMORSKIE,BRODNICKI,BRODNICA,KUJAWSKO-POMORSKIE,WĄBRZESKI,PŁUŻNICA,2006-02-16,2019-03-15,2019-03-15,04,04,,
76692825230681,,,,POLSKI FIAT 126P 650,,,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1992,FABRYCZNY,1992-07-17,2004-09-10,,652.00,,1.00,,600,,920,,1,,,2,6,6,,,4,4,,BENZYNA,,,,,,N,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,1992-07-17,2019-03-15,2019-03-15,04,04,,
61352026985869,URSUS,,,MF 255,,,CIĄGNIK ROLNICZY,KOŁOWY,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1986,FABRYCZNY,1986-01-02,1996-03-27,,2502.00,,1.00,,2170,,2921,,7500,,,2,1,1,,,1,1,,OLEJ NAPĘDOWY,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,SĘPOLEŃSKI,SĘPÓLNO KRAJEŃSKIE,KUJAWSKO-POMORSKIE,SĘPOLEŃSKI,SĘPÓLNO KRAJEŃSKIE,1986-01-02,2019-03-15,2019-03-15,04,04,,
94389927658202,CHRYSLER,,---,"VOYAGER 2,5 TD",---,---,SAMOCHÓD OSOBOWY,VAN,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1998,FABRYCZNY,1998-03-23,2017-10-13,1998-03-23,2499.00,,105.00,,1750,,2540,2540,,,4140,2,13,13,1600,700,7,7,,OLEJ NAPĘDOWY,,,,,,N,,,N,,002710001000000,,,,,,9,03,2018-05-15,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2018-05-15,KUJAWSKO-POMORSKIE,ŚWIECKI,ŚWIECIE,,,,1999-07-29,2019-03-15,2019-03-15,,04,,
87778720939937,WSK,,,125,,,MOTOCYKL,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1975,FABRYCZNY,1982-07-26,1989-12-22,,123.00,,1.00,,125,,260,,1,,,2,1,1,,,2,2,,,,,,,,N,,,N,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,NAKIELSKI,NAKŁO NAD NOTECIĄ,KUJAWSKO-POMORSKIE,NAKIELSKI,NAKŁO NAD NOTECIĄ,1982-07-26,2019-03-15,2019-03-15,04,04,,
56505345878180,AUDI,13,4E,A8,LBVNQ1,QA6EA0R4E70S57GG,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2008,FABRYCZNY,2009-12-02,2012-12-04,,4134.00,,240.00,,1945,,2545,2545,,,4915,2,14,14,2300,750,5,5,,OLEJ NAPĘDOWY,,,9.40,,1282,N,,,T,,002140006002596,,,,,,1,0301000,,,,KUJAWSKO-POMORSKIE,LIPNOWSKI,LIPNO,KUJAWSKO-POMORSKIE,LIPNOWSKI,SKĘPE,2009-12-02,2019-03-15,2019-03-15,04,04,249.0,
29934394243180,AUTOSAN,,,D-45,,,PRZYCZEPA ROLNICZ.SPECJALIZOW.,SAMOWYŁADOWCZA,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1982,FABRYCZNY,1982-07-28,2004-12-09,,,,,,1450,,4950,,3500,,,2,1,1,,,999,999,,,,,,,,B,,,B,,,,,,,,,,,,,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,KUJAWSKO-POMORSKIE,BYDGOSKI,KORONOWO,1982-07-28,2019-03-15,2019-03-15,04,04,,
31832139818083,VOLKSWAGEN,,---,LT 35,---,---,SAMOCHÓD CIĘŻAROWY,FURGON,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2001,FABRYCZNY,2001-04-09,2012-09-26,2001-04-09,2459.00,,75.00,,2300,,3500,3500,1200,,,2,22,22,2500,750,9,9,,OLEJ NAPĘDOWY,,,,,,N,,,N,,002170004000000,,,,,,9,06,,,,KUJAWSKO-POMORSKIE,WŁOCŁAWEK,WŁOCŁAWEK,KUJAWSKO-POMORSKIE,WŁOCŁAWSKI,WŁOCŁAWEK,2008-10-02,2019-03-15,2019-03-15,04,04,,
